cntry,pplfair,pplhlp,ppltrst,lw_pnd,lrscale,polintr,stfdem,stfeco,stfgov,trstep,trstlgl,trstplc,trstplt,trstprl,trstprt,trtsci_pnd,imbgeco,imwbcnt,happy,rlgdgr,cntgrp_fc,contadornegativo,ContadorNeutro,ContadorPositivo
Hungría,5.0,5.0,5.0,1.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,0.0,2,2,19.75,2.0
Hungría,6.0,7.0,5.0,2.0,5.0,4.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,5.0,8.0,2,1,7.5,9.25
Hungría,5.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,0.0,0.0,0.0,6.0,5.0,5.0,5.0,2.0,2,2,11.0,4.75
Hungría,5.0,7.0,5.0,1.0,4.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,3.0,4.0,3.0,7.0,4.0,4.0,5.0,0.0,2,2,6.25,2.0
Hungría,4.0,6.0,4.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,3.0,4.0,4.0,3.0,0.0,2,10,10.5,5.25
Hungría,2.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,6.0,2.0,2.0,2.0,8.0,5.0,4.0,5.0,5.0,2,2,10.5,0.25
Hungría,7.0,4.0,5.0,2.0,5.0,2.0,4.0,6.0,6.0,4.0,7.0,6.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,0.0,2,1,9.25,1.5
Hungría,6.0,5.0,7.0,1.0,4.0,3.0,2.0,5.0,5.0,6.0,6.0,3.0,3.0,2.0,2.0,7.0,5.0,5.0,7.0,0.0,2,1,7.75,2.0
Hungría,4.0,4.0,7.0,1.0,5.0,3.0,2.0,4.0,5.0,6.0,7.0,4.0,3.0,3.0,1.0,7.0,4.0,5.0,8.0,4.0,2,2,4.75,0.5
Hungría,5.0,3.0,4.0,2.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,5.0,0.0,10.0,6.0,2,2,4.5,12.25
Hungría,5.0,5.0,5.0,2.0,10.0,3.0,7.0,5.0,7.0,0.0,0.0,0.0,5.0,6.0,5.0,5.0,5.0,5.0,7.0,10.0,2,0,13.75,7.5
Hungría,6.0,4.0,5.0,1.0,7.0,3.0,8.0,6.0,7.0,4.0,7.0,9.0,5.0,7.0,5.0,6.0,5.0,4.0,8.0,5.0,2,1,7.75,0.5
Hungría,7.0,0.0,5.0,1.0,7.0,2.0,3.0,4.0,5.0,5.0,5.0,7.0,2.0,6.0,2.0,9.0,5.0,5.0,7.0,6.0,2,0,9.25,2.0
Hungría,2.0,1.0,2.0,1.0,8.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,5.0,5.0,2,0,6.0,12.75
Hungría,4.0,7.0,5.0,2.0,7.0,2.0,6.0,6.0,6.0,0.0,7.0,10.0,4.0,7.0,4.0,7.0,6.0,5.0,6.0,6.0,2,0,3.25,3.0
Hungría,3.0,6.0,7.0,1.0,8.0,3.0,7.0,6.0,7.0,6.0,8.0,10.0,5.0,7.0,5.0,6.0,0.0,5.0,5.0,0.0,2,0,6.25,5.0
Hungría,5.0,6.0,5.0,1.0,5.0,4.0,5.0,4.0,2.0,5.0,0.0,7.0,0.0,0.0,0.0,7.0,3.0,5.0,5.0,5.0,2,2,12.0,6.75
Hungría,3.0,3.0,4.0,1.0,7.0,3.0,6.0,4.0,5.0,3.0,4.0,8.0,1.0,3.0,1.0,10.0,0.0,4.0,2.0,7.0,2,0,1.75,3.5
Hungría,5.0,7.0,4.0,1.0,5.0,4.0,8.0,6.0,7.0,6.0,6.0,6.0,4.0,6.0,4.0,5.0,5.0,5.0,8.0,8.0,2,0,7.5,0.75
Hungría,3.0,2.0,3.0,1.0,10.0,3.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,0.0,2,0,0.25,14.0
Hungría,3.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,2,0,0.25,12.5
Hungría,5.0,0.0,5.0,1.0,8.0,3.0,2.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,2,0,3.25,12.5
Hungría,5.0,2.0,5.0,2.0,7.0,2.0,5.0,5.0,5.0,0.0,2.0,5.0,0.0,2.0,1.0,4.0,0.0,0.0,7.0,8.0,2,0,9.25,6.0
Hungría,8.0,8.0,3.0,2.0,8.0,2.0,8.0,7.0,9.0,5.0,7.0,10.0,5.0,7.0,5.0,8.0,2.0,5.0,10.0,8.0,2,1,6.25,3.0
Hungría,7.0,8.0,3.0,2.0,7.0,3.0,7.0,7.0,8.0,4.0,7.0,10.0,5.0,7.0,5.0,7.0,5.0,5.0,7.0,10.0,2,0,6.25,3.0
Hungría,5.0,6.0,7.0,1.0,8.0,4.0,6.0,6.0,6.0,4.0,5.0,6.0,4.0,5.0,4.0,8.0,0.0,5.0,7.0,5.0,2,0,7.5,2.25
Hungría,5.0,2.0,5.0,1.0,5.0,4.0,5.0,5.0,6.0,0.0,3.0,3.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,2,0,15.0,6.75
Hungría,6.0,6.0,7.0,1.0,4.0,2.0,3.0,5.0,4.0,5.0,5.0,8.0,3.0,6.0,3.0,5.0,5.0,5.0,7.0,4.0,2,0,9.25,0.5
Hungría,2.0,2.0,3.0,3.0,5.0,4.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2,1,3.5,9.25
Hungría,5.0,10.0,5.0,2.0,5.0,4.0,5.0,5.0,10.0,5.0,10.0,10.0,0.0,5.0,0.0,9.0,5.0,5.0,10.0,10.0,2,5,13.5,12.25
Hungría,5.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,8.0,4.0,5.0,4.0,6.0,3.0,5.0,5.0,5.0,2,2,19.75,0.5
Hungría,7.0,2.0,2.0,3.0,5.0,3.0,5.0,6.0,6.0,4.0,6.0,5.0,5.0,5.0,4.0,8.0,0.0,3.0,6.0,0.0,2,0,8.25,3.0
Hungría,7.0,2.0,5.0,1.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,2,10,16.5,6.75
Hungría,5.0,4.0,3.0,2.0,7.0,3.0,5.0,5.0,7.0,5.0,10.0,7.0,6.0,10.0,5.0,5.0,0.0,0.0,5.0,5.0,2,0,12.25,6.0
Hungría,3.0,2.0,0.0,1.0,6.0,4.0,5.0,5.0,5.0,0.0,5.0,5.0,6.0,7.0,6.0,4.0,0.0,0.0,4.0,5.0,2,2,9.0,6.75
Hungría,7.0,7.0,1.0,1.0,3.0,4.0,5.0,7.0,7.0,5.0,5.0,8.0,0.0,5.0,0.0,8.0,1.0,5.0,8.0,1.0,2,6,7.5,3.75
Hungría,5.0,5.0,5.0,1.0,8.0,3.0,5.0,6.0,5.0,5.0,5.0,7.0,4.0,5.0,5.0,5.0,1.0,2.0,9.0,5.0,2,0,16.75,0.5
Hungría,7.0,5.0,4.0,1.0,4.0,2.0,5.0,3.0,2.0,4.0,3.0,8.0,2.0,5.0,1.0,5.0,5.0,5.0,6.0,5.0,2,1,10.75,0.5
Hungría,7.0,7.0,7.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,8.0,0.0,0.0,0.0,10.0,3.0,3.0,8.0,2.0,2,0,0.25,6.0
Hungría,5.0,5.0,6.0,1.0,5.0,3.0,5.0,5.0,5.0,7.0,6.0,6.0,7.0,3.0,8.0,8.0,4.0,3.0,7.0,2.0,2,0,9.25,0.5
Hungría,6.0,6.0,7.0,2.0,7.0,3.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,5.0,8.0,7.0,6.0,6.0,2,0,1.75,0.0
Hungría,7.0,5.0,7.0,1.0,6.0,3.0,7.0,6.0,7.0,7.0,8.0,8.0,4.0,4.0,4.0,6.0,6.0,6.0,7.0,0.0,2,0,1.75,2.0
Hungría,7.0,8.0,8.0,1.0,5.0,3.0,6.0,7.0,7.0,8.0,7.0,7.0,4.0,4.0,4.0,6.0,6.0,7.0,7.0,6.0,2,0,1.75,0.5
Hungría,7.0,6.0,8.0,1.0,6.0,3.0,5.0,5.0,4.0,7.0,7.0,7.0,4.0,6.0,4.0,4.0,6.0,6.0,7.0,0.0,2,0,3.25,2.0
Hungría,9.0,7.0,8.0,2.0,7.0,3.0,7.0,7.0,7.0,6.0,8.0,8.0,7.0,7.0,6.0,8.0,3.0,3.0,7.0,8.0,2,0,0.25,0.0
Hungría,6.0,5.0,7.0,1.0,7.0,3.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,6.0,4.0,2,0,3.25,0.5
Hungría,7.0,6.0,7.0,1.0,5.0,4.0,5.0,5.0,5.0,7.0,8.0,8.0,7.0,7.0,7.0,6.0,5.0,6.0,7.0,6.0,2,0,7.5,0.75
Hungría,2.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,5.0,3.0,6.0,5.0,1.0,2.0,2.0,5.0,2.0,3.0,6.0,7.0,2,0,5.25,0.0
Hungría,4.0,4.0,4.0,1.0,7.0,2.0,8.0,7.0,7.0,3.0,7.0,8.0,2.0,3.0,2.0,8.0,3.0,3.0,6.0,5.0,2,0,1.75,0.5
Hungría,3.0,2.0,4.0,2.0,9.0,2.0,7.0,4.0,5.0,4.0,9.0,8.0,3.0,4.0,3.0,4.0,4.0,3.0,6.0,1.0,2,0,1.75,0.0
Hungría,6.0,7.0,5.0,2.0,5.0,3.0,7.0,6.0,5.0,5.0,7.0,7.0,6.0,7.0,8.0,5.0,1.0,1.0,8.0,0.0,2,0,7.75,1.5
Hungría,2.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,7.0,3.0,3.0,1.0,0.0,2,0,0.25,3.0
Hungría,4.0,6.0,4.0,2.0,5.0,4.0,8.0,5.0,5.0,7.0,4.0,8.0,6.0,4.0,7.0,5.0,8.0,5.0,10.0,0.0,2,1,7.5,3.25
Hungría,8.0,2.0,6.0,1.0,3.0,2.0,5.0,4.0,7.0,4.0,7.0,5.0,5.0,3.0,6.0,7.0,4.0,7.0,9.0,10.0,2,0,4.75,2.0
Hungría,3.0,5.0,3.0,2.0,6.0,3.0,4.0,1.0,0.0,4.0,2.0,5.0,2.0,2.0,2.0,8.0,6.0,7.0,7.0,0.0,2,0,3.25,3.0
Hungría,2.0,4.0,4.0,1.0,8.0,2.0,8.0,7.0,8.0,3.0,5.0,6.0,7.0,6.0,7.0,7.0,0.0,1.0,8.0,1.0,2,0,1.75,2.0
Hungría,3.0,3.0,4.0,1.0,8.0,3.0,7.0,6.0,7.0,4.0,8.0,9.0,6.0,7.0,8.0,5.0,0.0,0.0,6.0,0.0,2,0,1.75,5.0
Hungría,0.0,5.0,0.0,2.0,5.0,3.0,10.0,10.0,10.0,3.0,10.0,10.0,8.0,10.0,6.0,10.0,3.0,3.0,10.0,5.0,2,0,4.75,15.0
Hungría,3.0,5.0,5.0,1.0,5.0,3.0,4.0,4.0,4.0,6.0,4.0,4.0,2.0,5.0,2.0,9.0,3.0,4.0,7.0,4.0,2,0,6.25,0.5
Hungría,4.0,1.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,2,0,0.25,15.0
Hungría,10.0,10.0,0.0,1.0,3.0,3.0,4.0,7.0,2.0,1.0,3.0,3.0,1.0,5.0,2.0,7.0,0.0,0.0,5.0,1.0,2,0,3.25,8.0
Hungría,2.0,1.0,0.0,2.0,9.0,3.0,7.0,7.0,8.0,4.0,8.0,9.0,8.0,7.0,3.0,9.0,3.0,5.0,8.0,7.0,2,0,1.75,1.5
Hungría,7.0,0.0,0.0,3.0,9.0,2.0,6.0,7.0,7.0,5.0,5.0,8.0,4.0,5.0,5.0,7.0,0.0,1.0,9.0,0.0,2,0,6.75,6.0
Hungría,8.0,7.0,2.0,1.0,10.0,3.0,6.0,7.0,7.0,5.0,6.0,10.0,5.0,7.0,5.0,4.0,1.0,2.0,10.0,1.0,2,0,4.75,5.0
Hungría,10.0,10.0,10.0,2.0,8.0,4.0,5.0,6.0,5.0,4.0,4.0,8.0,4.0,4.0,4.0,6.0,0.0,0.0,10.0,0.0,2,0,3.0,10.75
Hungría,3.0,4.0,4.0,2.0,10.0,2.0,10.0,8.0,9.0,6.0,8.0,9.0,7.0,7.0,6.0,6.0,4.0,4.0,10.0,7.0,2,0,0.25,4.5
Hungría,5.0,6.0,3.0,1.0,10.0,3.0,5.0,5.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,6.0,0.0,1.0,10.0,10.0,2,0,13.75,6.5
Hungría,3.0,5.0,1.0,2.0,10.0,3.0,4.0,6.0,5.0,3.0,4.0,10.0,4.0,4.0,4.0,5.0,1.0,1.0,9.0,0.0,2,0,4.75,4.5
Hungría,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,6.0,5.0,5.0,10.0,0.0,2,15,19.5,6.75
Hungría,3.0,5.0,1.0,2.0,10.0,2.0,4.0,6.0,5.0,5.0,4.0,8.0,5.0,5.0,4.0,5.0,1.0,1.0,9.0,3.0,2,0,9.25,1.5
Hungría,0.0,1.0,4.0,1.0,10.0,2.0,4.0,7.0,5.0,5.0,4.0,8.0,4.0,4.0,5.0,5.0,0.0,1.0,10.0,8.0,2,0,6.25,6.5
Hungría,3.0,3.0,7.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,6.0,5.0,5.0,10.0,5.0,2,12,16.5,5.25
Hungría,6.0,3.0,3.0,1.0,7.0,3.0,7.0,7.0,7.0,2.0,7.0,6.0,6.0,4.0,3.0,5.0,5.0,2.0,9.0,7.0,2,0,3.25,0.5
Hungría,5.0,6.0,7.0,1.0,10.0,3.0,6.0,7.0,5.0,5.0,5.0,10.0,5.0,7.0,4.0,7.0,1.0,1.0,10.0,3.0,2,0,7.75,5.0
Hungría,6.0,3.0,4.0,4.0,10.0,2.0,10.0,9.0,9.0,6.0,9.0,9.0,8.0,6.0,7.0,9.0,5.0,6.0,10.0,6.0,2,0,1.75,4.5
Hungría,4.0,2.0,4.0,3.0,10.0,2.0,4.0,6.0,6.0,3.0,7.0,9.0,7.0,6.0,7.0,6.0,0.0,2.0,10.0,1.0,2,0,0.75,4.5
Hungría,4.0,4.0,2.0,1.0,10.0,3.0,4.0,7.0,5.0,4.0,3.0,8.0,4.0,3.0,4.0,8.0,1.0,2.0,10.0,1.0,2,0,1.75,3.5
Hungría,8.0,6.0,6.0,3.0,10.0,3.0,4.0,4.0,4.0,3.0,3.0,8.0,3.0,3.0,3.0,8.0,1.0,2.0,10.0,0.0,2,0,0.75,4.5
Hungría,0.0,0.0,0.0,2.0,7.0,2.0,6.0,4.0,4.0,2.0,6.0,8.0,4.0,0.0,2.0,9.0,1.0,0.0,5.0,10.0,2,0,1.75,9.0
Hungría,7.0,7.0,5.0,1.0,10.0,2.0,4.0,5.0,4.0,4.0,4.0,9.0,5.0,4.0,4.0,5.0,1.0,1.0,9.0,1.0,2,0,6.25,2.0
Hungría,2.0,0.0,3.0,2.0,10.0,2.0,10.0,8.0,10.0,4.0,8.0,10.0,8.0,6.0,6.0,7.0,0.0,0.0,9.0,7.0,2,0,0.25,10.5
Hungría,4.0,6.0,5.0,1.0,10.0,2.0,7.0,6.0,7.0,4.0,3.0,8.0,4.0,3.0,4.0,10.0,0.0,0.0,9.0,0.0,2,0,1.75,8.0
Hungría,6.0,4.0,5.0,1.0,7.0,3.0,6.0,5.0,7.0,9.0,5.0,8.0,6.0,4.0,6.0,8.0,3.0,3.0,10.0,8.0,2,0,4.75,2.0
Hungría,6.0,6.0,6.0,1.0,8.0,3.0,8.0,6.0,8.0,5.0,8.0,7.0,5.0,7.0,5.0,10.0,5.0,2.0,5.0,8.0,2,1,7.75,2.0
Hungría,5.0,5.0,4.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,7.0,4.0,4.0,9.0,7.0,2,0,4.75,0.0
Hungría,7.0,4.0,2.0,1.0,8.0,4.0,6.0,5.0,6.0,2.0,6.0,8.0,7.0,5.0,3.0,4.0,0.0,3.0,10.0,8.0,2,1,3.0,3.75
Hungría,6.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,10.0,5.0,5.0,10.0,5.0,2,12,19.5,6.25
Hungría,6.0,5.0,4.0,1.0,10.0,2.0,4.0,5.0,5.0,5.0,6.0,10.0,6.0,6.0,6.0,8.0,0.0,1.0,10.0,0.0,2,0,6.25,8.0
Hungría,8.0,7.0,3.0,1.0,10.0,2.0,7.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,6.0,2.0,2.0,10.0,4.0,2,0,0.25,5.0
Hungría,6.0,7.0,7.0,4.0,10.0,2.0,5.0,6.0,6.0,4.0,7.0,9.0,5.0,5.0,6.0,9.0,1.0,2.0,10.0,1.0,2,0,4.75,3.0
Hungría,3.0,4.0,1.0,1.0,10.0,2.0,6.0,7.0,6.0,4.0,6.0,9.0,6.0,6.0,6.0,7.0,0.0,0.0,10.0,1.0,2,0,0.25,6.5
Hungría,3.0,9.0,4.0,1.0,10.0,2.0,5.0,6.0,6.0,4.0,6.0,9.0,6.0,6.0,6.0,0.0,1.0,2.0,10.0,1.0,2,0,1.75,5.0
Hungría,4.0,4.0,4.0,2.0,5.0,3.0,1.0,4.0,2.0,5.0,5.0,6.0,1.0,5.0,1.0,8.0,5.0,5.0,5.0,5.0,2,4,12.25,0.0
Hungría,5.0,5.0,3.0,1.0,5.0,4.0,1.0,2.0,0.0,3.0,2.0,6.0,0.0,0.0,1.0,5.0,2.0,2.0,6.0,1.0,2,1,6.0,5.25
Hungría,8.0,5.0,7.0,1.0,5.0,4.0,5.0,6.0,6.0,5.0,7.0,8.0,6.0,5.0,5.0,8.0,3.0,5.0,6.0,7.0,2,1,10.5,0.75
Hungría,7.0,7.0,7.0,1.0,5.0,2.0,5.0,5.0,5.0,8.0,7.0,8.0,5.0,6.0,5.0,8.0,5.0,5.0,7.0,9.0,2,2,12.25,0.5
Hungría,8.0,8.0,9.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,7.0,9.0,5.0,6.0,3.0,6.0,5.0,5.0,5.0,4.0,2,3,13.5,0.75
Hungría,8.0,8.0,7.0,2.0,5.0,4.0,0.0,0.0,0.0,6.0,5.0,9.0,3.0,3.0,1.0,9.0,5.0,5.0,6.0,0.0,2,3,6.0,6.25
Hungría,6.0,3.0,4.0,1.0,7.0,3.0,2.0,8.0,7.0,1.0,2.0,3.0,2.0,1.0,1.0,6.0,0.0,4.0,8.0,5.0,2,0,1.75,2.0
Hungría,8.0,5.0,1.0,1.0,5.0,3.0,2.0,0.0,0.0,5.0,4.0,8.0,2.0,4.0,2.0,8.0,0.0,0.0,4.0,5.0,2,1,6.25,6.5
Hungría,5.0,5.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,7.0,5.0,4.0,3.0,5.0,2.0,8.0,3.0,2.0,7.0,6.0,2,0,9.75,0.0
Hungría,3.0,5.0,8.0,1.0,5.0,3.0,7.0,6.0,6.0,4.0,7.0,8.0,4.0,6.0,4.0,7.0,2.0,2.0,8.0,7.0,2,0,3.25,0.5
Hungría,1.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,0.0,2.0,0.0,7.0,5.0,5.0,3.0,7.0,2,2,6.25,3.0
Hungría,10.0,5.0,6.0,1.0,10.0,4.0,8.0,5.0,8.0,5.0,5.0,8.0,5.0,5.0,5.0,8.0,0.0,5.0,9.0,7.0,2,0,12.0,5.25
Hungría,8.0,5.0,5.0,2.0,5.0,3.0,5.0,10.0,10.0,2.0,9.0,9.0,5.0,8.0,5.0,8.0,8.0,3.0,8.0,10.0,2,0,9.25,4.5
Hungría,10.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,5.0,1.0,2.0,5.0,6.0,8.0,0.0,3.0,6.0,1.0,2,0,3.0,3.75
Hungría,2.0,2.0,3.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,5.0,2,1,3.25,12.5
Hungría,2.0,8.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,10.0,6.0,5.0,5.0,3.0,2,1,16.5,2.25
Hungría,5.0,5.0,2.0,1.0,7.0,1.0,5.0,3.0,5.0,1.0,4.0,6.0,1.0,3.0,0.0,5.0,4.0,3.0,8.0,0.0,2,0,7.5,3.75
Hungría,7.0,8.0,7.0,2.0,10.0,1.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,7.0,6.0,6.0,9.0,3.0,2,0,0.0,1.75
Hungría,0.0,6.0,7.0,2.0,10.0,3.0,10.0,10.0,10.0,5.0,9.0,10.0,9.0,9.0,9.0,6.0,3.0,3.0,7.0,5.0,2,1,3.25,9.0
Hungría,2.0,3.0,2.0,1.0,5.0,4.0,5.0,5.0,5.0,6.0,9.0,10.0,3.0,0.0,3.0,2.0,3.0,3.0,7.0,6.0,2,0,6.0,3.75
Hungría,4.0,4.0,5.0,1.0,9.0,3.0,6.0,5.0,5.0,2.0,5.0,8.0,3.0,5.0,4.0,5.0,3.0,3.0,7.0,1.0,2,0,9.25,0.5
Hungría,7.0,5.0,7.0,2.0,10.0,2.0,10.0,10.0,10.0,1.0,10.0,10.0,7.0,10.0,7.0,5.0,4.0,4.0,9.0,5.0,2,0,4.75,10.5
Hungría,4.0,5.0,4.0,1.0,5.0,3.0,6.0,7.0,7.0,6.0,5.0,10.0,5.0,3.0,5.0,5.0,3.0,3.0,10.0,0.0,2,1,9.25,5.0
Hungría,7.0,7.0,8.0,2.0,5.0,4.0,5.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,3.0,3.0,8.0,2.0,2,2,13.5,1.75
Hungría,8.0,8.0,8.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,8.0,10.0,5.0,5.0,5.0,8.0,0.0,0.0,10.0,4.0,2,4,12.25,6.5
Hungría,7.0,9.0,5.0,2.0,1.0,4.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,7.0,5.0,5.0,8.0,5.0,2,0,6.0,9.25
Hungría,7.0,7.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,8.0,3.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,8.0,2,0,4.5,0.25
Hungría,5.0,7.0,5.0,2.0,1.0,3.0,0.0,2.0,0.0,8.0,3.0,3.0,0.0,3.0,0.0,10.0,5.0,5.0,7.0,7.0,2,0,6.25,7.5
Hungría,3.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,3.0,9.0,2.0,4.0,2.0,2.0,4.0,7.0,4.0,5.0,6.0,6.0,2,0,1.5,0.75
Hungría,7.0,7.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,10.0,3.0,3.0,3.0,1.0,4.0,2.0,5.0,5.0,8.0,7.0,2,0,3.0,2.25
Hungría,6.0,5.0,6.0,1.0,2.0,2.0,8.0,8.0,8.0,5.0,5.0,6.0,5.0,8.0,5.0,6.0,5.0,5.0,8.0,7.0,2,0,10.75,0.5
Hungría,5.0,3.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,10.0,3.0,5.0,3.0,0.0,5.0,5.0,5.0,9.0,2,0,18.0,3.75
Hungría,5.0,3.0,4.0,3.0,5.0,3.0,7.0,5.0,5.0,6.0,8.0,8.0,5.0,7.0,4.0,7.0,5.0,5.0,8.0,0.0,2,4,11.25,1.5
Hungría,7.0,5.0,7.0,1.0,10.0,2.0,3.0,3.0,9.0,1.0,4.0,7.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,2,0,10.75,2.0
Hungría,7.0,6.0,6.0,1.0,5.0,4.0,7.0,8.0,6.0,8.0,7.0,7.0,4.0,4.0,4.0,5.0,3.0,3.0,8.0,0.0,2,0,3.0,2.25
Hungría,6.0,5.0,5.0,1.0,10.0,2.0,2.0,3.0,0.0,6.0,2.0,5.0,2.0,0.0,3.0,6.0,7.0,2.0,8.0,7.0,2,0,4.75,5.0
Hungría,3.0,3.0,2.0,1.0,8.0,3.0,10.0,8.0,8.0,1.0,1.0,1.0,2.0,3.0,1.0,8.0,0.0,2.0,5.0,7.0,2,1,1.75,3.5
Hungría,7.0,6.0,7.0,1.0,5.0,3.0,4.0,4.0,3.0,6.0,5.0,7.0,3.0,7.0,3.0,10.0,7.0,7.0,7.0,0.0,2,0,3.25,3.5
Hungría,7.0,8.0,6.0,2.0,6.0,3.0,8.0,6.0,7.0,7.0,10.0,10.0,7.0,9.0,7.0,7.0,5.0,6.0,8.0,7.0,2,0,1.75,3.0
Hungría,2.0,3.0,2.0,1.0,5.0,3.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,5.0,2,1,6.25,14.0
Hungría,2.0,3.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,2,1,3.25,15.0
Hungría,2.0,2.0,2.0,1.0,5.0,4.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,2,1,3.0,15.75
Hungría,3.0,3.0,3.0,2.0,5.0,4.0,1.0,1.0,0.0,7.0,1.0,6.0,0.0,1.0,1.0,5.0,1.0,1.0,5.0,3.0,2,1,4.5,3.25
Hungría,3.0,3.0,4.0,1.0,5.0,3.0,3.0,1.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,7.0,1.0,2,1,6.25,8.0
Hungría,0.0,2.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,3.0,2,1,4.5,17.25
Hungría,8.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,5.0,2.0,4.0,0.0,0.0,2.0,10.0,7.0,7.0,3.0,10.0,2,0,1.75,6.0
Hungría,1.0,1.0,3.0,2.0,5.0,4.0,5.0,2.0,0.0,3.0,2.0,5.0,0.0,2.0,1.0,9.0,5.0,5.0,8.0,1.0,2,2,7.5,3.25
Hungría,4.0,2.0,3.0,1.0,5.0,4.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,2,1,1.5,6.75
Hungría,3.0,2.0,1.0,3.0,7.0,3.0,9.0,7.0,7.0,4.0,4.0,4.0,1.0,2.0,1.0,7.0,2.0,4.0,6.0,5.0,2,0,2.25,0.0
Hungría,6.0,7.0,6.0,1.0,7.0,4.0,7.0,7.0,5.0,4.0,7.0,6.0,6.0,7.0,4.0,8.0,7.0,7.0,8.0,0.0,2,0,1.5,2.25
